,STATION,LATITUDE,LONGITUDE,COUNTS
17671,US1KYHD0023,37.7961,-85.8876,0
17672,US1KYHL0003,36.882,-83.3087,0
17673,US1KYHL0006,36.9015,-83.2454,0
17674,US1KYHN0001,37.9334,-86.8517,0
17675,US1KYHN0002,37.8833,-86.9,0
17676,US1KYHN0003,37.825,-86.6725,0
17677,US1KYHP0001,37.4378,-87.4418,0
17678,US1KYHP0002,37.3363,-87.4968,0
17679,US1KYHP0003,37.1926,-87.4522,0
17680,US1KYHP0012,37.1826,-87.4542,0
17681,US1KYHP0013,37.3306,-87.4959,0
17682,US1KYHP0015,37.3556,-87.4889,0
17683,US1KYHR0001,38.4456,-84.1615,0
17684,US1KYHR0003,38.5358,-84.1902,0
17685,US1KYHR0005,38.337,-84.4233,0
17686,US1KYHR0006,38.3906,-84.4094,0
17687,US1KYHS0001,37.8339,-87.584,0
17688,US1KYHS0004,37.7867,-87.6558,0
17689,US1KYHS0005,37.8332,-87.5538,0
17690,US1KYHS0008,37.7709,-87.6157,0
17691,US1KYHT0001,37.1609,-85.8411,0
17692,US1KYHT0005,37.3125,-85.7393,0
17693,US1KYHY0001,38.5169,-85.2037,0
17694,US1KYHY0003,38.4596,-85.165,0
17695,US1KYHY0005,38.3629,-85.1814,0
17696,US1KYHY0006,38.3758,-85.082,0
17697,US1KYHY0007,38.3515,-85.1555,0
17698,US1KYHY0008,38.5315,-85.146,0
17699,US1KYHY0010,38.4104,-85.2203,0
17700,US1KYHY0011,38.4721,-85.0064,0
17701,US1KYHY0012,38.3961,-85.3068,0
17702,US1KYHY0014,38.5246,-85.0959,0
17703,US1KYJC0001,37.5217,-84.114,0
17704,US1KYJC0006,37.428,-84.1385,0
17705,US1KYJF0001,38.296,-85.5053,0
17706,US1KYJF0002,38.2859,-85.6141,0
17707,US1KYJF0004,38.2871,-85.5866,0
17708,US1KYJF0005,38.333,-85.6192,0
17709,US1KYJF0010,38.1617,-85.8566,0
17710,US1KYJF0013,38.0951,-85.7358,0
17711,US1KYJF0018,38.0935,-85.654,0
17712,US1KYJF0019,38.2573,-85.6335,0
17713,US1KYJF0021,38.1249,-85.8488,0
17714,US1KYJF0022,38.1517,-85.667,0
17715,US1KYJF0027,38.2686,-85.6329,0
17716,US1KYJF0029,38.2636,-85.584,0
17717,US1KYJF0030,38.2435,-85.5581,0
17718,US1KYJF0032,38.2705,-85.4373,0
17719,US1KYJF0033,38.2562,-85.6935,0
17720,US1KYJF0034,38.236,-85.5648,0
17721,US1KYJF0035,38.1985,-85.7655,0
17722,US1KYJF0040,38.3017,-85.5674,0
17723,US1KYJF0041,38.1842,-85.5314,0
17724,US1KYJF0047,38.2401,-85.5587,0
17725,US1KYJF0051,38.271,-85.604,0
17726,US1KYJF0052,38.2425,-85.6602,0
17727,US1KYJF0066,38.2914,-85.501,0
17728,US1KYJF0069,38.2072,-85.6205,0
17729,US1KYJF0072,38.2471,-85.6637,0
17730,US1KYJF0076,38.1978,-85.5946,0
17731,US1KYJF0077,38.1847,-85.785,0
17732,US1KYJF0082,38.2575,-85.6525,0
17733,US1KYJF0083,38.2609,-85.5886,0
17734,US1KYJF0084,38.0837,-85.6308,0
17735,US1KYJF0085,38.2125,-85.7162,0
17736,US1KYJH0001,37.7753,-82.6753,0
17737,US1KYJH0002,37.815,-82.8024,0
17738,US1KYJH0004,37.8609,-82.8615,0
17739,US1KYJS0002,37.8618,-84.5882,0
17740,US1KYJS0005,37.8434,-84.5644,0
17741,US1KYJS0007,37.8592,-84.6649,0
17742,US1KYJS0008,37.8978,-84.5916,0
17743,US1KYJS0009,37.8687,-84.5629,0
17744,US1KYJS0013,37.9804,-84.6397,0
17745,US1KYKN0001,39.0771,-84.5247,0
17746,US1KYKN0006,38.8126,-84.5072,0
17747,US1KYKN0007,38.9896,-84.5152,0
17748,US1KYKN0009,38.9878,-84.5784,0
17749,US1KYKN0011,38.9609,-84.5124,0
17750,US1KYKN0012,39.0629,-84.5454,0
17751,US1KYKN0015,39.0658,-84.5017,0
17752,US1KYKN0016,38.9623,-84.6017,0
17753,US1KYKN0017,38.955,-84.509,0
17754,US1KYKN0021,38.9577,-84.5721,0
17755,US1KYKN0026,38.9604,-84.4888,0
17756,US1KYKN0027,38.9598,-84.5881,0
17757,US1KYKT0001,37.4035,-82.9575,0
17758,US1KYKX0001,36.8656,-83.8873,0
17759,US1KYLA0002,37.4528,-85.749,0
17760,US1KYLA0003,37.5078,-85.6858,0
17761,US1KYLA0004,37.5844,-85.7389,0
17762,US1KYLA0005,37.5664,-85.7368,0
17763,US1KYLE0001,37.6163,-83.8627,0
17764,US1KYLG0002,36.8345,-86.8947,0
17765,US1KYLG0003,36.8568,-86.8862,0
17766,US1KYLG0004,36.861,-86.7158,0
17767,US1KYLG0005,36.8331,-86.7387,0
17768,US1KYLG0009,36.9867,-86.9468,0
17769,US1KYLG0010,36.935,-86.885,0
17770,US1KYLG0011,36.9064,-86.8306,0
17771,US1KYLL0001,37.1462,-84.0625,0
17772,US1KYLL0002,37.0142,-84.1435,0
17773,US1KYLL0003,37.0244,-83.9312,0
17774,US1KYLL0006,37.0683,-84.0919,0
17775,US1KYLN0006,37.4756,-84.646,0
17776,US1KYLT0003,37.1881,-82.9326,0
17777,US1KYLV0001,37.2604,-88.2388,0
17778,US1KYLW0001,38.602,-83.3203,0
17779,US1KYLW0003,38.5272,-83.5163,0
17780,US1KYLY0002,37.1027,-88.0692,0
17781,US1KYLY0003,37.0947,-88.1553,0
17782,US1KYLY0004,36.9217,-87.9994,0
17783,US1KYLY0005,37.0141,-88.0034,0
17784,US1KYLY0006,36.9217,-87.9938,0
17785,US1KYMA0007,37.6929,-83.125,0
17786,US1KYMC0001,37.1414,-85.7015,0
17787,US1KYMC0002,37.025,-85.697,0
17788,US1KYMC0003,37.0809,-85.7124,0
17789,US1KYMC0004,36.8979,-85.6407,0
17790,US1KYMD0001,37.9433,-86.2753,0
17791,US1KYMD0002,37.9101,-86.1364,0
17792,US1KYMD0003,38.1901,-86.3614,0
17793,US1KYMD0008,37.8155,-86.0399,0
17794,US1KYME0008,37.858,-85.007,0
17795,US1KYMF0001,37.9561,-83.7369,0
17796,US1KYMG0005,37.9636,-83.0215,0
17797,US1KYMG0006,37.9159,-83.2498,0
17798,US1KYMH0003,37.0009,-88.3791,0
17799,US1KYMH0006,37.0015,-88.3729,0
17800,US1KYMH0007,36.9321,-88.2217,0
17801,US1KYMH0010,36.9489,-88.2361,0
17802,US1KYMK0002,37.053,-88.7467,0
17803,US1KYMK0003,37.0631,-88.6492,0
17804,US1KYMK0006,37.019,-88.683,0
17805,US1KYMK0008,37.0857,-88.6321,0
17806,US1KYMK0009,37.006,-88.5117,0
17807,US1KYMK0010,37.002,-88.5182,0
17808,US1KYMK0011,37.0407,-88.7668,0
17809,US1KYMK0012,37.0697,-88.6589,0
17810,US1KYMK0014,37.056,-88.6488,0
17811,US1KYMK0015,37.0371,-88.6708,0
17812,US1KYML0004,37.544,-87.1417,0
17813,US1KYMM0003,38.0655,-83.9881,0
17814,US1KYMN0003,37.6022,-84.1422,0
17815,US1KYMN0006,37.6885,-84.1393,0
17816,US1KYMN0011,37.7806,-84.3309,0
17817,US1KYMN0013,37.832,-84.352,0
17818,US1KYMN0014,37.739,-84.138,0
17819,US1KYMN0015,37.67,-84.412,0
17820,US1KYMN0016,37.586,-84.295,0
17821,US1KYMN0017,37.747,-84.267,0
17822,US1KYMN0018,37.896,-84.266,0
17823,US1KYMN0019,37.6639,-84.2604,0
17824,US1KYMN0022,37.5807,-84.351,0
17825,US1KYMN0023,37.6806,-84.4133,0
17826,US1KYMN0024,37.755,-84.2792,0
17827,US1KYMN0025,37.6324,-84.2681,0
17828,US1KYMN0026,37.56,-84.267,0
17829,US1KYMO0001,36.7586,-85.8992,0
17830,US1KYMO0002,36.6438,-85.8097,0
17831,US1KYMS0002,38.5324,-83.7547,0
17832,US1KYMT0001,37.7628,-82.4904,0
17833,US1KYMU0001,37.1572,-87.273,0
17834,US1KYMU0002,37.1545,-87.1451,0
17835,US1KYMU0003,37.2365,-87.2061,0
17836,US1KYNC0001,38.42,-84.07,0
17837,US1KYNC0002,38.3683,-84.0032,0
17838,US1KYNL0001,37.8521,-85.5329,0
17839,US1KYNL0003,37.9156,-85.4028,0
17840,US1KYNL0004,37.7327,-85.5174,0
17841,US1KYNL0012,37.8406,-85.4252,0
17842,US1KYOH0001,37.4866,-86.8479,0
17843,US1KYOH0003,37.3237,-86.8414,0
17844,US1KYOH0009,37.5936,-86.9905,0
17845,US1KYOH0010,37.4064,-86.8855,0
17846,US1KYOH0011,37.5951,-86.9842,0
17847,US1KYOH0013,37.6891,-86.7704,0
17848,US1KYOL0001,38.362,-85.4478,0
17849,US1KYOL0004,38.3158,-85.5031,0
17850,US1KYOL0006,38.3583,-85.4215,0
17851,US1KYOL0007,38.3368,-85.388,0
17852,US1KYOL0008,38.4293,-85.357,0
17853,US1KYOL0009,38.3883,-85.5874,0
17854,US1KYOL0010,38.3701,-85.3614,0
17855,US1KYOL0012,38.4884,-85.4709,0
17856,US1KYOL0015,38.343,-85.475,0
17857,US1KYOL0016,38.4125,-85.5888,0
17858,US1KYOL0017,38.4106,-85.586,0
17859,US1KYOW0003,38.5305,-84.8332,0
17860,US1KYOW0004,38.5571,-84.8434,0
17861,US1KYOY0001,37.5046,-83.6233,0
17862,US1KYPL0001,37.3269,-84.5933,0
17863,US1KYPL0004,37.0915,-84.6382,0
17864,US1KYPL0005,37.025,-84.3429,0
17865,US1KYPL0006,37.0625,-84.6333,0
17866,US1KYPL0008,36.9294,-84.579,0
17867,US1KYPR0003,37.2861,-83.2312,0
17868,US1KYPR0004,37.1877,-83.1494,0
17869,US1KYPR0005,37.2729,-83.2136,0
17870,US1KYPR0006,37.0483,-83.1269,0
17871,US1KYPW0001,37.8627,-83.8979,0
17872,US1KYPW0002,37.8467,-83.8632,0
17873,US1KYRC0002,37.3038,-84.4636,0
17874,US1KYRC0003,37.3651,-84.2792,0
17875,US1KYRC0004,37.3763,-84.6611,0
17876,US1KYRC0005,37.36,-84.32,0
17877,US1KYRS0006,36.8799,-85.1505,0
17878,US1KYRW0001,38.2854,-83.4556,0
17879,US1KYRW0002,38.1744,-83.4663,0
17880,US1KYRW0003,38.2429,-83.3449,0
17881,US1KYRW0004,38.1754,-83.5346,0
17882,US1KYRW0005,38.1425,-83.3013,0
17883,US1KYSC0001,38.2273,-84.5509,0
17884,US1KYSC0002,38.2797,-84.5688,0
17885,US1KYSC0003,38.2386,-84.5784,0
17886,US1KYSC0004,38.2218,-84.6909,0
17887,US1KYSC0005,38.4161,-84.6208,0
17888,US1KYSC0006,38.2708,-84.6851,0
17889,US1KYSC0007,38.2335,-84.4314,0
17890,US1KYSC0009,38.1888,-84.5505,0
17891,US1KYSC0011,38.1989,-84.5294,0
17892,US1KYSC0012,38.316,-84.5742,0
17893,US1KYSC0013,38.2853,-84.6522,0
17894,US1KYSC0015,38.2096,-84.4771,0
17895,US1KYSC0019,38.2008,-84.5764,0
17896,US1KYSC0020,38.2263,-84.5648,0
17897,US1KYSC0022,38.431,-84.5846,0
17898,US1KYSC0023,38.2155,-84.5645,0
17899,US1KYSC0027,38.2614,-84.5295,0
17900,US1KYSH0002,38.2223,-85.1318,0
17901,US1KYSH0007,38.3124,-85.3036,0
17902,US1KYSH0012,38.2801,-85.0975,0
17903,US1KYSH0015,38.2371,-85.2329,0
17904,US1KYSM0002,36.7556,-86.5433,0
17905,US1KYSM0004,36.7266,-86.5744,0
17906,US1KYSM0005,36.6808,-86.4601,0
17907,US1KYSP0004,38.0973,-85.4227,0
17908,US1KYSP0008,38.133,-85.406,0
17909,US1KYTB0001,38.6451,-85.3552,0
17910,US1KYTB0002,38.5484,-85.2846,0
17911,US1KYTB0004,38.5797,-85.32,0
17912,US1KYTB0005,38.7241,-85.4027,0
17913,US1KYTB0008,38.6609,-85.3234,0
17914,US1KYTD0001,37.0496,-87.0985,0
17915,US1KYTD0002,36.6534,-87.184,0
17916,US1KYTD0004,36.9931,-87.1503,0
17917,US1KYTD0005,36.6944,-87.2848,0
17918,US1KYTG0001,36.7944,-87.9525,0
17919,US1KYTG0003,36.9047,-87.8371,0
17920,US1KYTY0003,37.32,-85.4,0
17921,US1KYUN0001,37.5699,-87.8927,0
17922,US1KYWF0001,38.0459,-84.7583,0
17923,US1KYWF0002,38.0698,-84.715,0
17924,US1KYWF0003,37.9734,-84.7578,0
17925,US1KYWF0004,37.9587,-84.7183,0
17926,US1KYWF0006,38.1548,-84.6814,0
17927,US1KYWF0007,37.9849,-84.7705,0
17928,US1KYWF0008,38.0409,-84.6953,0
17929,US1KYWF0009,38.1515,-84.6762,0
17930,US1KYWF0010,38.0385,-84.7068,0
17931,US1KYWF0014,38.0447,-84.7044,0
17932,US1KYWF0015,38.1467,-84.6854,0
17933,US1KYWH0005,36.8681,-84.2072,0
17934,US1KYWL0001,37.647,-83.523,0
17935,US1KYWR0003,36.9544,-86.3366,0
17936,US1KYWR0006,36.897,-86.4623,0
17937,US1KYWR0007,37.0043,-86.5653,0
17938,US1KYWR0012,36.975,-86.448,0
17939,US1KYWR0014,37.0319,-86.389,0
17940,US1KYWR0015,37.0475,-86.2033,0
17941,US1KYWR0016,36.9703,-86.4743,0
17942,US1KYWR0017,36.9189,-86.4796,0
17943,US1KYWR0019,36.9005,-86.5872,0
17944,US1KYWR0023,36.9747,-86.453,0
17945,US1KYWR0024,37.0271,-86.3784,0
17946,US1KYWR0025,36.9404,-86.4497,0
17947,US1KYWR0026,36.9777,-86.4613,0
17948,US1KYWR0028,36.923,-86.4919,0
17949,US1KYWR0030,36.8936,-86.4127,0
17950,US1KYWR0031,36.9287,-86.539,0
17951,US1KYWR0034,36.9694,-86.4526,0
17952,US1KYWR0038,36.9054,-86.4499,0
17953,US1KYWS0002,37.7118,-85.2268,0
17954,US1KYWS0004,37.795,-85.1024,0
17955,US1KYWS0006,37.7253,-85.0521,0
17956,US1KYWY0001,36.8198,-85.0107,0
17957,US1LAAC0001,30.2242,-92.3819,0
17958,US1LAAC0002,30.401,-92.2249,0
17959,US1LAAC0003,30.2353,-92.2843,0
17960,US1LAAC0006,30.3436,-92.2694,0
17961,US1LAAL0003,30.6247,-92.7735,0
17962,US1LAAP0001,29.8348,-90.9629,0
17963,US1LAAP0002,30.0482,-91.0448,0
17964,US1LAAS0001,30.1613,-90.9239,0
17965,US1LAAS0002,30.3294,-90.9151,0
17966,US1LAAS0003,30.2173,-90.9099,0
17967,US1LAAS0005,30.1584,-90.9207,0
17968,US1LAAS0007,30.2706,-90.9274,0
17969,US1LAAS0009,30.2383,-90.9062,0
17970,US1LAAS0010,30.3187,-90.9954,0
17971,US1LAAS0011,30.1519,-90.9289,0
17972,US1LAAS0013,30.2386,-90.9047,0
17973,US1LAAS0015,30.1293,-90.9154,0
17974,US1LAAS0019,30.2769,-90.9791,0
17975,US1LAAS0020,30.2717,-90.87,0
17976,US1LAAV0001,30.9517,-92.1921,0
17977,US1LAAV0003,31.1338,-92.0686,0
17978,US1LAAV0005,31.1282,-92.0793,0
17979,US1LABG0001,30.8516,-93.2661,0
17980,US1LABG0002,30.4713,-93.1591,0
17981,US1LABG0003,30.7541,-93.1848,0
17982,US1LABG0004,30.8474,-93.2766,0
17983,US1LABS0001,32.6061,-93.7129,0
17984,US1LABS0003,32.6221,-93.7199,0
17985,US1LABS0004,32.8947,-93.6438,0
17986,US1LABS0007,32.7044,-93.7594,0
17987,US1LABS0011,32.5905,-93.7086,0
17988,US1LABS0016,32.6228,-93.7311,0
17989,US1LABS0017,32.533,-93.7007,0
17990,US1LABS0019,32.4608,-93.6563,0
17991,US1LABS0020,32.5196,-93.6917,0
17992,US1LABS0022,32.5781,-93.7205,0
17993,US1LABS0025,32.5942,-93.7269,0
17994,US1LABS0026,32.6234,-93.7352,0
17995,US1LABV0001,32.3547,-92.9775,0
17996,US1LABV0002,32.5519,-92.925,0
17997,US1LACB0005,32.6988,-93.1398,0
17998,US1LACB0007,32.7905,-93.0505,0
17999,US1LACC0003,30.2322,-92.9986,0
18000,US1LACC0005,30.2545,-93.2694,0
18001,US1LACC0006,30.2339,-93.3205,0
18002,US1LACC0009,30.3698,-93.0669,0
18003,US1LACC0011,30.1992,-93.4048,0
18004,US1LACC0014,30.145,-93.1764,0
18005,US1LACC0015,30.2297,-93.2167,0
18006,US1LACC0016,30.3912,-93.4114,0
18007,US1LACC0017,30.2308,-93.2109,0
18008,US1LACC0018,30.1842,-93.2011,0
18009,US1LACC0020,30.204,-93.375,0
18010,US1LACC0021,30.1626,-93.1761,0
18011,US1LACC0023,30.1901,-93.2222,0
18012,US1LACD0001,32.3825,-93.7979,0
18013,US1LACD0002,32.3875,-93.8267,0
18014,US1LACD0004,32.3796,-93.8019,0
18015,US1LACD0006,32.3653,-93.7054,0
18016,US1LACD0009,32.3796,-93.8031,0
18017,US1LACD0010,32.3625,-93.8981,0
18018,US1LACD0012,32.3587,-93.8555,0
18019,US1LACD0013,32.4706,-93.7466,0
18020,US1LACD0014,32.4613,-93.7447,0
18021,US1LACD0019,32.3755,-93.8055,0
18022,US1LACD0025,32.4821,-93.7268,0
18023,US1LACD0026,32.6217,-93.885,0
18024,US1LACD0027,32.8946,-93.9828,0
18025,US1LACD0029,32.6303,-93.9136,0
18026,US1LACD0032,32.3531,-93.8053,0
18027,US1LACD0036,32.4144,-93.7845,0
18028,US1LACM0003,30.0483,-93.2414,0
18029,US1LACN0002,31.6473,-91.5651,0
18030,US1LACN0003,31.6295,-91.5705,0
18031,US1LACT0001,31.8719,-91.7097,0
18032,US1LACT0003,31.6206,-91.8455,0
18033,US1LACW0002,32.1672,-92.1474,0
18034,US1LACW0003,32.1558,-92.1064,0
18035,US1LADS0004,32.0821,-93.6077,0
18036,US1LADS0005,32.2346,-93.8377,0
18037,US1LADS0006,32.3217,-93.7578,0
18038,US1LADS0007,32.2863,-93.8295,0
18039,US1LADS0008,31.8768,-93.769,0
18040,US1LADS0010,32.2576,-93.6824,0
18041,US1LAEB0002,30.4218,-91.1576,0
18042,US1LAEB0005,30.3657,-91.1168,0
18043,US1LAEB0006,30.6184,-91.0759,0
18044,US1LAEB0009,30.6069,-91.0533,0
18045,US1LAEB0014,30.4393,-91.0685,0
18046,US1LAEB0018,30.4033,-91.0357,0
18047,US1LAEB0019,30.5096,-91.0016,0
18048,US1LAEB0020,30.4438,-91.0561,0
18049,US1LAEB0021,30.3781,-91.018,0
18050,US1LAEB0022,30.4023,-90.9762,0
18051,US1LAEB0023,30.5541,-91.054,0
18052,US1LAEB0024,30.4436,-91.0184,0
18053,US1LAEB0027,30.4507,-91.0843,0
18054,US1LAEB0028,30.6841,-91.2045,0
18055,US1LAEB0031,30.5441,-91.005,0
18056,US1LAEB0033,30.4118,-91.1786,0
18057,US1LAEB0036,30.4028,-91.0134,0
18058,US1LAEB0041,30.3876,-91.1372,0
18059,US1LAEB0042,30.3586,-91.078,0
18060,US1LAEB0044,30.3412,-91.1137,0
18061,US1LAEB0045,30.6565,-91.1668,0
18062,US1LAEB0046,30.4421,-91.149,0
18063,US1LAEB0047,30.3818,-91.1373,0
18064,US1LAEB0048,30.4191,-91.1302,0
18065,US1LAEB0053,30.4089,-91.1058,0
18066,US1LAEB0054,30.4281,-91.0243,0
18067,US1LAEB0056,30.6943,-91.2565,0
18068,US1LAEB0059,30.357,-91.077,0
18069,US1LAEB0060,30.4005,-91.0896,0
18070,US1LAEB0063,30.3791,-91.0051,0
18071,US1LAEB0064,30.5503,-90.9946,0
18072,US1LAEB0065,30.3686,-91.08,0
18073,US1LAEB0069,30.3855,-91.1363,0
18074,US1LAEC0001,32.8056,-91.1721,0
18075,US1LAEF0001,30.8404,-91.0159,0
18076,US1LAEF0005,30.8518,-91.0077,0
18077,US1LAEV0002,30.6884,-92.2783,0
18078,US1LAFP0003,32.2324,-91.6921,0
18079,US1LAGR0001,31.5857,-92.6022,0
18080,US1LAGR0002,31.7933,-92.5832,0
18081,US1LAGR0003,31.5989,-92.7837,0
18082,US1LAIB0002,30.0346,-91.7775,0
18083,US1LAIB0004,29.9988,-91.8288,0
18084,US1LAIB0005,30.0495,-91.9051,0
18085,US1LAIB0006,29.9162,-91.6716,0
18086,US1LAIV0004,30.3161,-91.0721,0
18087,US1LAIV0006,30.3097,-91.1185,0
18088,US1LAJB0001,30.0747,-90.5481,0
18089,US1LAJB0002,30.069,-90.5574,0
18090,US1LAJC0003,32.3442,-92.6794,0
18091,US1LAJD0002,30.236,-92.823,0
18092,US1LAJD0004,30.3356,-92.6711,0
18093,US1LAJF0001,29.8529,-90.0284,0
18094,US1LAJF0003,30.0182,-90.1941,0
18095,US1LAJF0005,29.9689,-90.2178,0
18096,US1LAJF0006,29.8807,-90.0837,0
18097,US1LAJF0009,30.0319,-90.2213,0
18098,US1LAJF0013,29.9865,-90.1547,0
18099,US1LAJF0014,30.0142,-90.1343,0
18100,US1LALF0002,29.7056,-90.6224,0
18101,US1LALF0004,29.8978,-90.78,0
18102,US1LALN0003,32.6093,-92.6629,0
18103,US1LALN0006,32.549,-92.6573,0
18104,US1LALN0008,32.5574,-92.5517,0
18105,US1LALS0001,31.669,-92.1555,0
18106,US1LALS0004,31.6758,-92.2555,0
18107,US1LALV0002,30.5771,-90.9699,0
18108,US1LALV0003,30.2995,-90.7981,0
18109,US1LALV0004,30.5241,-90.9127,0
18110,US1LALV0005,30.2717,-90.8228,0
18111,US1LALV0007,30.5037,-90.9424,0
18112,US1LALV0010,30.5594,-90.9522,0
18113,US1LALV0011,30.555,-90.752,0
18114,US1LALV0012,30.6124,-90.8198,0
18115,US1LALY0002,30.17,-92.0016,0
18116,US1LALY0004,30.3341,-92.0272,0
18117,US1LALY0005,30.1112,-92.058,0
18118,US1LALY0006,30.2521,-92.0889,0
18119,US1LALY0007,30.3357,-91.9781,0
18120,US1LALY0009,30.1425,-92.0571,0
18121,US1LALY0010,30.2292,-91.9839,0
18122,US1LAMD0001,32.3838,-91.18,0
18123,US1LAMR0001,32.8196,-91.8973,0
18124,US1LAMR0002,32.7602,-91.9047,0
18125,US1LAMY0002,29.7144,-91.2456,0
18126,US1Lanc1950,40.5687,-96.5589,0
18127,US1Lanc4088,40.667,-96.6471,0
18128,US1Lanc4147,40.8866,-96.8257,0
18129,US1Lanc4257,40.7292,-96.6401,0
18130,US1Lanc4272,40.8217,-96.6094,0
18131,US1Lanc4279,40.7868,-96.7038,0
18132,US1Lanc4284,40.8467,-96.7246,0
18133,US1Lanc4294,40.8231,-96.6602,0
18134,US1Lanc4318,40.8281,-96.7027,0
18135,US1Lanc4383,40.7783,-96.6975,0
18136,US1Lanc4404,40.7958,-96.6207,0
18137,US1Lanc4437,40.8355,-96.7833,0
18138,US1Lanc5475,40.7678,-96.6145,0
18139,US1LANT0001,31.9135,-92.9929,0
18140,US1LANT0003,31.7869,-93.1708,0
18141,US1LANT0005,32.042,-92.9108,0
18142,US1LANT0006,31.933,-93.0277,0
18143,US1LANT0008,31.7598,-93.0619,0
18144,US1LANT0009,31.8914,-93.1209,0
18145,US1LAOC0001,32.5448,-92.0039,0
18146,US1LAOC0002,32.5564,-92.1989,0
18147,US1LAOC0003,32.4959,-92.0285,0
18148,US1LAOC0004,32.5386,-92.0932,0
18149,US1LAOC0005,32.5277,-92.1219,0
18150,US1LAOC0006,32.5487,-92.1193,0
18151,US1LAOC0010,32.4896,-92.2486,0
18152,US1LAOC0011,32.3993,-92.2548,0
18153,US1LAOC0012,32.5412,-92.1648,0
18154,US1LAOC0014,32.4693,-92.0623,0
18155,US1LAOC0015,32.5153,-92.1661,0
18156,US1LAOC0016,32.4518,-92.3439,0
18157,US1LAOC0019,32.5458,-92.098,0
18158,US1LAOC0023,32.5447,-91.9982,0
18159,US1LAOC0029,32.5283,-92.1238,0
18160,US1LAOC0032,32.6228,-92.0039,0
18161,US1LAOC0034,32.5156,-92.2362,0
18162,US1LAOC0035,32.5407,-92.3314,0
18163,US1LAOR0003,29.9195,-90.1185,0
18164,US1LAOR0006,29.9617,-90.0388,0
18165,US1LAOR0009,30.0152,-90.0656,0
18166,US1LAOR0012,30.0194,-90.0687,0
18167,US1LAOR0013,29.9209,-90.107,0
18168,US1LAOR0014,29.9377,-90.1313,0
18169,US1LAOR0016,29.9794,-90.0812,0
18170,US1LAOR0019,29.9448,-90.0254,0
18171,US1LAPC0002,30.6807,-91.4115,0
18172,US1LAPL0001,29.8674,-89.993,0
18173,US1LARC0002,32.4812,-91.8009,0
18174,US1LARP0001,31.0956,-92.3598,0
18175,US1LARP0003,30.9931,-92.5916,0
18176,US1LARP0007,31.2624,-92.4946,0
18177,US1LARP0009,31.3195,-92.4223,0
18178,US1LARP0010,31.3363,-92.4184,0
18179,US1LARR0001,32.0399,-93.3234,0
18180,US1LARR0003,32.0079,-93.2722,0
18181,US1LARR0005,32.0868,-93.1925,0
18182,US1LASB0001,29.9638,-90.0023,0
18183,US1LASB0002,29.8691,-89.814,0
18184,US1LASJ0002,30.0634,-90.6997,0
18185,US1LASL0001,30.4197,-91.9986,0
18186,US1LASL0006,30.5218,-92.067,0
18187,US1LASM0001,30.3277,-91.8507,0
18188,US1LASM0002,30.1221,-91.831,0
18189,US1LASM0003,30.2879,-91.9044,0
18190,US1LASM0004,30.096,-91.9418,0
18191,US1LASN0003,31.7014,-93.407,0
18192,US1LASN0007,31.6798,-93.6553,0
18193,US1LAST0001,30.4718,-90.0439,0
18194,US1LAST0006,30.3019,-89.7496,0
18195,US1LAST0007,30.451,-90.0504,0
18196,US1LAST0008,30.3282,-89.9313,0
18197,US1LAST0009,30.5001,-90.0134,0
18198,US1LAST0010,30.2805,-89.7735,0
18199,US1LAST0011,30.5319,-90.0862,0
18200,US1LAST0012,30.4079,-90.1089,0
18201,US1LAST0013,30.4355,-90.1891,0
18202,US1LAST0015,30.4336,-90.1939,0
18203,US1LAST0017,30.275,-89.7041,0
18204,US1LAST0018,30.2917,-89.7365,0
18205,US1LAST0020,30.3426,-89.7493,0
18206,US1LAST0022,30.3161,-89.7414,0
18207,US1LAST0023,30.3001,-89.7592,0
18208,US1LAST0026,30.2835,-89.7245,0
18209,US1LAST0027,30.5237,-90.11,0
18210,US1LAST0028,30.2757,-89.7378,0
18211,US1LAST0029,30.3824,-90.0587,0
18212,US1LATG0002,30.4956,-90.4965,0
18213,US1LATG0003,30.7401,-90.4407,0
18214,US1LATG0004,30.4532,-90.5011,0
18215,US1LATG0006,30.5488,-90.4953,0
18216,US1LATG0007,30.4326,-90.2462,0
18217,US1LATG0010,30.4302,-90.3623,0
18218,US1LATG0011,30.46,-90.4499,0
18219,US1LATG0012,30.4311,-90.4518,0
18220,US1LATG0015,30.4555,-90.5018,0
18221,US1LATG0016,30.4534,-90.4509,0
18222,US1LATG0017,30.536,-90.482,0
18223,US1LATG0018,30.5252,-90.5402,0
18224,US1LATG0019,30.726,-90.5207,0
18225,US1LATG0021,30.4323,-90.5324,0
18226,US1LATR0005,29.6791,-90.7728,0
18227,US1LATR0007,29.6282,-90.799,0
18228,US1LATR0008,29.4818,-90.5815,0
18229,US1LATR0009,29.5162,-90.5923,0
18230,US1LATR0010,29.432,-90.5978,0
18231,US1LATR0011,29.3349,-90.6415,0
18232,US1LATS0001,31.991,-91.187,0
18233,US1LAUN0002,32.6805,-92.2236,0
18234,US1LAVM0002,29.9814,-92.2741,0
18235,US1LAVM0004,29.9762,-92.1072,0
18236,US1LAVM0006,29.8706,-92.2375,0
18237,US1LAVM0007,29.9592,-92.0348,0
18238,US1LAVM0008,29.9555,-92.1571,0
18239,US1LAVN0001,31.1284,-93.5224,0
18240,US1LAVN0004,31.0394,-93.3118,0
