"","STATION","LATITUDE","LONGITUDE"
"701","USC00235027",37.3908,-93.9492
"702","USC00235253",37.3056,-89.975
"703","USC00235340",40.3458,-94.8342
"704","USC00235976",36.865,-94.3603
"705","USC00235987",37.8394,-94.3739
"706","USC00236791",36.7578,-90.4056
"707","USC00237263",37.9567,-91.7761
"708","USC00237397",38.8142,-90.5139
"709","USC00237506",37.6339,-91.5361
"710","USC00237514",39.4247,-92.8106
"711","USC00237632",38.6753,-93.2228
"712","USC00237720",39.6828,-92.0464
"713","USC00238051",39.9703,-91.8875
"714","USC00238223",38.9664,-93.4194
"715","USC00238700",36.9231,-90.2836
"716","USC00238777",37.8131,-92.2317
"717","USC00240364",47.4925,-112.3969
"718","USC00240755",47.8769,-114.0336
"719","USC00240770",48.1353,-110.0636
"720","USC00240780",45.8325,-109.9511
"721","USC00240802",45.7717,-108.4811
"722","USC00241044",45.6622,-111.0464
"723","USC00241102",45.3261,-108.9092
"724","USC00241127",45.4442,-105.4072
"725","USC00241552",47.2192,-111.7108
"726","USC00241692",48.5092,-110.9694
"727","USC00241722",48.5883,-109.2267
"728","USC00241737",47.8206,-112.1922
"729","USC00241938",45.6444,-109.2675
"730","USC00241974",48.1736,-111.9503
"731","USC00242122",48.1475,-104.5175
"732","USC00242409",45.2089,-112.6389
"733","USC00242689",45.8864,-104.5478
"734","USC00242793",45.3394,-111.7122
"735","USC00242857",47.615,-111.9861
"736","USC00243013",46.8217,-108.3725
"737","USC00243110",48.4983,-109.8014
"738","USC00243113",47.8303,-110.6611
"739","USC00243489",47.6011,-112.7547
"740","USC00243581",47.1058,-104.7175
"741","USC00243617",48.9753,-111.3989
"742","USC00243885",46.2461,-114.1681
"743","USC00244038",44.8667,-111.3392
"744","USC00244241",46.9908,-112.0117
"745","USC00244345",45.9228,-108.2453
"746","USC00244358",46.2897,-107.2306
"747","USC00244522",47.3144,-106.9103
"748","USC00244558",48.3042,-114.2642
"749","USC00244820",44.5994,-111.8125
"750","USC00245015",48.4036,-115.5392
"751","USC00245030",44.6331,-112.5928
"752","USC00245572",48.4828,-104.4514
"753","USC00245596",46.6008,-107.8706
"754","USC00245761",47.0572,-109.9511
"755","USC00246157",45.4875,-111.6336
"756","USC00246238",48.6956,-106.3153
"757","USC00246601",46.4178,-104.5164
"758","USC00246862",45.9717,-109.2536
"759","USC00246918",45.1769,-109.2572
"760","USC00247214",46.4381,-108.5319
"761","USC00247382",47.4536,-104.3378
"762","USC00247448",47.2142,-113.5203
"763","USC00247620",48.9981,-110.2158
"764","USC00247894",46.5136,-114.0911
"765","USC00248363",45.9467,-111.4758
"766","USC00248501",48.3119,-112.2492
"767","USC00248569",47.88,-105.3686
"768","USC00248597",45.2925,-111.9444
"769","USC00248777",48.8744,-104.0503
"770","USC00248957",46.9878,-104.1567
"771","USC00249033",47.5597,-109.3767
"772","USC00250050",42.5467,-99.8517
"773","USC00250365",41.5697,-101.6917
"774","USC00250375",41.0408,-96.3811
"775","USC00250420",42.5136,-99.0303
"776","USC00250640",40.1306,-99.8278
"777","USC00250760",40.0644,-101.5436
"778","USC00250865",41.0653,-102.0711
"779","USC00251145",41.6681,-103.1039
"780","USC00251200",41.4083,-99.675
"781","USC00251365",42.9131,-98.8511
"782","USC00251415",40.2847,-100.1433
"783","USC00251560",41.1222,-98.0283
"784","USC00251575",42.8083,-103.0533
"785","USC00251825",41.4639,-97.3278
"786","USC00252000",41.7608,-102.4378
"787","USC00252020",40.6092,-96.8719
"788","USC00252065",40.2317,-100.8303
"789","USC00252100",40.6344,-100.5219
"790","USC00252205",41.2483,-97.0581
"791","USC00252805",42.2611,-98.3417
"792","USC00252820",40.0739,-97.1669
"793","USC00252840",40.6422,-97.5928
"794","USC00253050",41.43,-96.4669
"795","USC00253175",40.5394,-97.5906
"796","USC00253365",40.9394,-100.1514
"797","USC00253615",42.6858,-103.8842
"798","USC00253630",42.6167,-97.2608
"799","USC00253660",40.6472,-98.3836
"800","USC00253735",40.175,-97.5903
"801","USC00253910",40.4517,-99.3803
"802","USC00254110",40.5092,-101.6514
"803","USC00254335",40.7258,-99.0133
"804","USC00254440",41.2453,-103.6344
"805","USC00254455",41.2097,-101.6706
"806","USC00254985",41.2789,-98.9697
"807","USC00255090",40.8508,-101.5428
"808","USC00255310",40.2289,-100.61
"809","USC00255565",40.5156,-98.9514
"810","USC00255925",42.6008,-99.3333
"811","USC00256135",42.0644,-97.9667
"812","USC00256200",41.1275,-101.7206
"813","USC00256290",42.4594,-98.6564
"814","USC00256375",41.1844,-97.5514
"815","USC00256385",41.4014,-102.3464
"816","USC00256570",40.1117,-96.1514
"817","USC00256970",42.065,-100.2472
"818","USC00257040",41.0319,-98.9214
"819","USC00257070",40.0978,-98.5197
"820","USC00257715",40.9169,-97.0897
"821","USC00257830",41.2294,-103.0214
"822","USC00258090",42.8389,-99.7781
"823","USC00258395",40.6661,-96.1892
"824","USC00258465",40.3544,-96.1939
"825","USC00258480",41.7881,-96.2325
"826","USC00258915",42.3017,-96.9003
"827","USC00259200",41.845,-96.7142
"828","USC00260507",39.4931,-117.0675
"829","USC00260795",40.5903,-116.475
"830","USC00261358",37.6128,-114.5264
"831","USC00261485",39.1253,-119.7678
"832","USC00262243",36.4381,-115.36
"833","USC00262780",39.4572,-118.7811
"834","USC00263205",39.0753,-119.9411
"835","USC00263957",40.6564,-118.1631
"836","USC00264698",40.17,-118.4775
"837","USC00264950",39.4142,-114.7739
"838","USC00265168",38.3878,-118.1092
"839","USC00265191",38.9547,-119.7758
"840","USC00265352",41.2781,-114.1706
"841","USC00266252",37.9339,-114.4522
"842","USC00267123",40.2022,-115.493
"843","USC00267192",40.4661,-118.3047
"844","USC00267369",35.4661,-114.9217
"845","USC00269229",38.9992,-119.1575
"846","USC00270690",44.4536,-71.1856
"847","USC00272174",43.1419,-70.95
"848","USC00272999",45.09,-71.2906
"849","USC00273850",43.7053,-72.2856
"850","USC00274399",42.9389,-72.3247
"851","USC00275211",42.9892,-71.3933
"852","USC00275712",42.7914,-71.4736
"853","USC00276818",44.2581,-71.2525
"854","USC00280907",40.8917,-74.3964
"855","USC00281335",40.7436,-74.3539
"856","USC00281351",38.9533,-74.9361
"857","USC00281582",41.03,-74.4247
"858","USC00283029",40.5742,-74.8817
"859","USC00283951",40.2664,-74.5642
"860","USC00284229",39.7994,-74.7806
"861","USC00288644",41.2186,-74.6211
"862","USC00290377",35.8742,-103.1819
"863","USC00290600",32.7547,-104.3836
"864","USC00290640",34.075,-107.6211
"865","USC00290692",36.835,-108.0006
"866","USC00291063",36.6669,-107.9603
"867","USC00291138",33.8044,-106.8908
"868","USC00291286",32.8964,-107.3078
"869","USC00291469",32.3478,-104.2225
"870","USC00291480",32.1783,-104.4433
"871","USC00291515",33.6308,-105.8964
"872","USC00291630",36.7408,-105.5956
"873","USC00291647",36.0286,-107.9106
"874","USC00291664",36.9178,-106.5781
"875","USC00291813",36.4661,-104.9456
"876","USC00292030",35.4072,-104.1906
"877","USC00292510",35.1842,-105.0569
"878","USC00292608",36.9358,-107
"879","USC00292700",36.5575,-105.2628
"880","USC00292785",35.0381,-108.3492
"881","USC00292837",36.5928,-106.73
"882","USC00293060",34.8242,-106.0344
"883","USC00293649",34.2594,-106.0931
"884","USC00293706",36.5939,-103.6192
"885","USC00294026",32.7264,-103.1314
"886","USC00294369",35.7783,-106.6872
"887","USC00294426",32.6161,-106.7403
"888","USC00294742",36.9825,-104.3753
"889","USC00295273",33.8225,-108.9417
"890","USC00295617",34.4278,-103.625
"891","USC00295937",35.8022,-103.9439
"892","USC00295960",32.9542,-105.8222
"893","USC00295965",34.5208,-106.2606
"894","USC00296619",36.2994,-103.7408
"895","USC00296676",35.5489,-105.6886
"896","USC00297008",34.1742,-103.3519
"897","USC00297323",36.71,-105.4164
"898","USC00297867",35.1086,-103.3283
"899","USC00298387",34.0606,-106.8842
"900","USC00299156",35.2006,-103.6867
"901","USC00299330",35.8167,-104.9244
"902","USC00300063",42.4697,-73.9267
"903","USC00300085",42.2797,-77.7664
"904","USC00300093",42.1003,-78.7497
"905","USC00300183",42.3108,-78.0231
"906","USC00300443",43.0297,-78.1683
"907","USC00300889",40.9519,-72.2978
"908","USC00301152",42.845,-77.2808
"909","USC00301752",42.7167,-74.9267
"910","USC00301966",44.7192,-73.7206
"911","USC00301974",42.5647,-77.7175
"912","USC00302129",41.0072,-73.8344
"913","USC00302610",42.0997,-76.8358
"914","USC00303033",42.4497,-79.312
"915","USC00303773",42.7742,-77.6083
"916","USC00304102",43.7547,-74.2756
"917","USC00304174",42.4492,-76.4492
"918","USC00304555",44.3042,-73.9839
"919","USC00304731",41.8017,-74.74
"920","USC00304808",42.2472,-78.8125
"921","USC00304912",43.7928,-75.4828
"922","USC00305426",41.7719,-74.1536
"923","USC00306085",42.5117,-75.5197
"924","USC00306164",44.7281,-75.4442
"925","USC00306314",43.45,-76.5369
"926","USC00306538",44.5656,-73.5706
"927","USC00306774",41.3892,-74.6906
"928","USC00307134",40.9625,-72.7161
"929","USC00307842",43.2358,-77.0842
"930","USC00308248",43.8914,-75.0361
"931","USC00309000",43.9761,-75.8753
"932","USC00309292",41.3906,-73.9608
"933","USC00309389",43.5575,-73.4011
"934","USC00310090",35.4,-80.1994
"935","USC00310286",35.7083,-79.8381
"936","USC00311677",35.9086,-79.0797
"937","USC00311975",35.4136,-80.5639
"938","USC00312102",35.0603,-83.43
"939","USC00312200",35.3117,-83.1747
"940","USC00312635",36.0164,-76.5517
"941","USC00312719",36.3097,-76.205
"942","USC00313017",35.0592,-78.8589
"943","USC00313228",35.1803,-83.3931
"944","USC00313969",36.3489,-78.4119
"945","USC00313976",35.3297,-82.4492
"946","USC00314055",35.0564,-83.1983
"947","USC00314063",35.9675,-79.9708
"948","USC00314684",35.1967,-77.5433
"949","USC00314860",34.7503,-79.4664
"950","USC00314938",35.9147,-81.5375
"951","USC00314970",35.8456,-80.26
"952","USC00315123",36.1025,-78.3042
"953","USC00315177",34.6269,-79.025
"954","USC00315340",35.6847,-82.0083
"955","USC00315356",35.8033,-82.6658
"956","USC00315771",34.9797,-80.5233
"957","USC00315838",35.7297,-81.6728
"958","USC00316805",35.2719,-82.6478
"959","USC00316853",35.8722,-76.6592
"960","USC00317079",35.7908,-78.6989
"961","USC00317615",35.6836,-80.4822
"962","USC00317845",35.3111,-81.5708
"963","USC00317924",35.7608,-79.4625
"964","USC00317994",35.5175,-78.3444
"965","USC00318113",33.9947,-78.0078
"966","USC00318292",35.81,-80.8808
"967","USC00318500",35.8842,-77.5386
"968","USC00318694",36.4003,-81.3053
"969","USC00318744",35.2058,-82.2517
"970","USC00318964",34.9589,-80.0775
"971","USC00319123",35.7744,-83.0997
"972","USC00319147",35.4867,-82.9681
"973","USC00319423",34.6606,-78.0453
"974","USC00319476",35.6939,-77.9461
"975","USC00320382",46.0406,-99.3742
"976","USC00320626",48.8411,-99.7514
"977","USC00320941",48.8217,-100.4528
"978","USC00320995",46.1936,-103.3714
"979","USC00321225",47.7947,-100.5847
"980","USC00321435",48.8625,-97.7014
"981","USC00321456",47.0644,-101.2119
"982","USC00321766",47.405,-98.0381
"983","USC00321871",48.9158,-103.2981
"984","USC00322188",46.8914,-102.7792
"985","USC00322525",48.4583,-98.5169
"986","USC00323117",46.0333,-97.595
"987","USC00323217",48.4583,-101.5697
"988","USC00323287",46.1583,-98.3989
"989","USC00323621",47.9217,-97.0975
"990","USC00324418",46.8844,-98.685
"991","USC00324958",48.7622,-98.3447
"992","USC00325479",46.8128,-100.9097
"993","USC00325638",47.8214,-101.2922
"994","USC00325710",47.4828,-100.445
"995","USC00325730",47.5808,-98.6422
"996","USC00325754",46.3911,-97.2392
"997","USC00325993",48.1803,-101.2964
"998","USC00326025",48.7603,-101.5089
"999","USC00326255",46.5067,-99.7692
"1000","USC00326315",46.5406,-102.8692
"1001","USC00326365",46.8925,-101.4897
"1002","USC00327027",48.0356,-98.0097
"1003","USC00327530",46.8886,-102.3192
"1004","USC00328276",48.3567,-102.4117
"1005","USC00328792",48.3706,-100.3908
"1006","USC00328840",47.5214,-100.8883
"1007","USC00329333",48.9097,-101.0192
"1008","USC00329445",48.6061,-100.2911
"1009","USC00330563",40.3536,-83.7753
"1010","USC00330862",41.3831,-83.6111
"1011","USC00331072",40.8125,-82.9697
"1012","USC00331458",41.5872,-81.1914
"1013","USC00331541",41.0517,-81.9361
"1014","USC00331592",39.6103,-82.9556
"1015","USC00331783",39.9047,-82.92
"1016","USC00331890",40.2403,-81.8711
"1017","USC00332067",39.7817,-84.1903
"1018","USC00332098",41.2783,-84.3847
"1019","USC00332791",41.0461,-83.6622
"1020","USC00333029",38.8208,-82.1817
"1021","USC00333375",40.1033,-84.6503
"1022","USC00333758",39.2333,-83.6092
"1023","USC00333780",41.3072,-81.1475
"1024","USC00334004",39.0792,-82.7064
"1025","USC00334551",40.7247,-84.1294
"1026","USC00334874",40.7606,-82.6167
"1027","USC00334942",40.6142,-83.13
"1028","USC00334979",40.1939,-83.2675
"1029","USC00335041",39.6522,-81.8561
"1030","USC00335315",40.7692,-80.8561
"1031","USC00335857",39.7331,-82.2156
"1032","USC00336118",41.2633,-82.6147
"1033","USC00336465",41.1247,-84.5919
"1034","USC00336600",39.8386,-81.9167
"1035","USC00336781",38.7569,-82.8872
"1036","USC00338025",40.3764,-80.6283
"1037","USC00338534",40.8333,-83.2833
"1038","USC00338552",40.0992,-83.7822
"1039","USC00338609",40.8494,-84.5808
"1040","USC00338769",41.2019,-80.8106
"1041","USC00338822",41.5183,-84.1453
"1042","USC00338830",39.1114,-82.9797
"1043","USC00339219",39.4911,-83.82
"1044","USC00339312",40.7814,-81.9197
"1045","USC00339361",39.6042,-83.9072
"1046","USC00340184",34.8847,-99.2964
"1047","USC00340224",35.0619,-98.1989
"1048","USC00340593",36.8125,-100.5308
"1049","USC00342318",35.9803,-96.7758
"1050","USC00342912",36.4194,-97.8747
"1051","USC00343304",36.5442,-99.535
"1052","USC00343628",36.5914,-101.6181
"1053","USC00344055",36.0942,-97.835
"1054","USC00344298",36.8594,-101.2214
"1055","USC00344451",33.9336,-94.8278
"1056","USC00345468",34.0919,-96.7708
"1057","USC00345563",33.8761,-97.1642
"1058","USC00345779",35.505,-96.9772
"1059","USC00346130",35.7781,-95.3339
"1060","USC00346139",36.2283,-99.17
"1061","USC00346638",35.4253,-96.3033
"1062","USC00346935",36.6692,-96.3472
"1063","USC00347862",35.4572,-94.8047
"1064","USC00348042",35.2317,-96.6531
"1065","USC00348708",36.0406,-98.9625
"1066","USC00349278",34.3603,-98.3006
"1067","USC00349404",36.5758,-98.8797
"1068","USC00350304",42.2131,-122.7147
"1069","USC00350471",43.1503,-124.4003
"1070","USC00350694",44.0569,-121.285
"1071","USC00351546",43.2292,-121.7894
"1072","USC00351643",46.1081,-123.2058
"1073","USC00351682",45.205,-123.8925
"1074","USC00351765",45.2408,-120.1789
"1075","USC00351862",44.6342,-123.19
"1076","USC00351897",43.7917,-123.0275
"1077","USC00351902",43.7178,-123.0578
"1078","USC00352112",44.9464,-123.2911
"1079","USC00352406",43.6592,-123.325
"1080","USC00352440",45.4539,-121.1303
"1081","USC00352693",45.2694,-122.3167
"1082","USC00352867",44.0494,-123.3703
"1083","USC00352997",45.5247,-123.1025
"1084","USC00353038",44.9983,-120.2175
"1085","USC00353445",42.4239,-123.3219
"1086","USC00353542",44.5181,-120.94
"1087","USC00353692",42.5486,-119.6558
"1088","USC00353770",45.4486,-122.1547
"1089","USC00353827",45.3653,-119.5639
"1090","USC00354003",45.6847,-121.5175
"1091","USC00354098",44.3564,-117.255
"1092","USC00354811",44.1014,-122.6886
"1093","USC00355139",44.6236,-121.11
"1094","USC00355160",43.9794,-117.0247
"1095","USC00355362",44.1792,-122.1164
"1096","USC00355384",45.2214,-123.1622
"1097","USC00355593",45.9428,-118.4089
"1098","USC00355734",45.4825,-120.7236
"1099","USC00356179",43.8764,-116.9903
"1100","USC00356213",43.7431,-122.4439
"1101","USC00356405",43.65,-117.2467
"1102","USC00356426",42.6922,-120.5403
"1103","USC00356883",44.3006,-120.8406
"1104","USC00356907",42.7331,-122.5164
"1105","USC00357169",42.9508,-123.3572
"1106","USC00357641",45.9869,-123.9236
"1107","USC00358029",43.4869,-119.7211
"1108","USC00358466",45.1219,-122.07
"1109","USC00358797",43.9814,-117.2439
"1110","USC00358997",45.5731,-117.5311
"1111","USC00359316",43.6825,-121.6875
"1112","USC00360868",41.8981,-78.7144
"1113","USC00361354",39.9353,-77.6394
"1114","USC00361485",41.1922,-79.4361
"1115","USC00361705",39.7994,-79.3664
"1116","USC00362190",40.1636,-79.8694
"1117","USC00362942",40.715,-79.5133
"1118","USC00363028",41.4003,-79.8306
"1119","USC00364214",40.5972,-79.1186
"1120","USC00364325",41.4992,-80.4681
"1121","USC00364432",41.6769,-78.8036
"1122","USC00364992",40.5864,-77.5692
"1123","USC00366233",41.0172,-80.3614
"1124","USC00366927",40.1208,-75.4878
"1125","USC00367229",40.9247,-79.2825
"1126","USC00367477",41.4197,-78.7492
"1127","USC00368073",40.0592,-77.5214
"1128","USC00368449",40.7933,-77.8672
"1129","USC00368596",41.0147,-75.2072
"1130","USC00368873",41.4792,-79.4433
"1131","USC00369050",39.915,-79.7192
"1132","USC00369298",41.8467,-79.1494
"1133","USC00369933",39.9167,-76.75
"1134","USC00374266",41.4903,-71.5431
"1135","USC00380165",34.5283,-82.6608
"1136","USC00380736",34.2244,-80.2192
"1137","USC00381277",34.0906,-82.5883
"1138","USC00381588",34.7028,-79.8822
"1139","USC00381633",34.6844,-81.1956
"1140","USC00381770",34.6603,-82.8233
"1141","USC00381944",33.9917,-81.0247
"1142","USC00381997",33.8314,-79.0558
"1143","USC00382260",34.3011,-79.8767
"1144","USC00382386",34.4092,-79.3564
"1145","USC00383111",34.2933,-79.74
"1146","USC00384886",33.8642,-79.7297
"1147","USC00385017",34.4989,-82.0219
"1148","USC00385200",34.1994,-81.4144
"1149","USC00385633",34.7056,-79.5683
"1150","USC00386688",34.3058,-81.3319
"1151","USC00387631",33.9919,-81.7714
"1152","USC00387722",34.635,-81.5206
"1153","USC00388426",33.0367,-80.2325
"1154","USC00388440",33.935,-80.3478
"1155","USC00388887",34.7544,-83.075
"1156","USC00389327",34.3706,-81.0825
"1157","USC00389350",34.9378,-81.0375
"1158","USC00390043",43.4894,-99.0628
"1159","USC00390128",43.6514,-97.7981
"1160","USC00390559",44.6714,-103.8511
"1161","USC00391049",45.7886,-97.7489
"1162","USC00391076",44.325,-96.7686
"1163","USC00391294",45.5489,-103.9744
"1164","USC00391392",43.3111,-96.5878
"1165","USC00391519",44.7269,-97.0261
"1166","USC00391579",43.0428,-96.9033
"1167","USC00391739",44.8817,-97.7325
"1168","USC00391972",43.9611,-101.8606
"1169","USC00392087",43.7744,-103.6119
"1170","USC00392302",44.3825,-97.5497
"1171","USC00392429",45.0469,-101.6022
"1172","USC00392797",45.7656,-99.6222
"1173","USC00392927",45.0325,-99.1225
"1174","USC00392984",44.0517,-96.5928
"1175","USC00393029",44.0683,-98.0833
"1176","USC00393294",45.0197,-99.9403
"1177","USC00393452",43.2356,-99.4342
"1178","USC00393832",44.5139,-99.4422
"1179","USC00394007",43.4378,-103.4739
"1180","USC00394037",44.0122,-97.5317
"1181","USC00394516",43.9025,-99.8581
"1182","USC00394834",44.3544,-103.743
"1183","USC00394864",45.9397,-102.1575
"1184","USC00394983",43.46,-101.4956
"1185","USC00395048",45.785,-103.3719
"1186","USC00395381",45.8383,-101.2769
"1187","USC00395456",45.155,-98.5825
"1188","USC00395481",43.2358,-97.5714
"1189","USC00395561",44.5178,-98.9814
"1190","USC00395891",43.8878,-100.7075
"1191","USC00396054",44.7136,-103.4258
"1192","USC00396212",43.1878,-103.2372
"1193","USC00396712",45.9033,-100.2878
"1194","USC00397062",45.3767,-103.3675
"1195","USC00397742",45.6656,-97.0394
"1196","USC00397882",44.4975,-103.8717
"1197","USC00398307",45.4283,-101.0764
"1198","USC00398472",42.9917,-97.8703
"1199","USC00398622",42.7625,-96.9194
"1200","USC00399232",43.6872,-98.6717
"1201","USC00399367",43.3686,-99.8403
"1202","USC00399442",43.4989,-100.4814
"1203","USC00400081",36.3806,-84.8744
"1204","USC00400876",35.2622,-88.9892
"1205","USC00401145",35.5894,-89.2586
"1206","USC00401790",36.5472,-87.3353
"1207","USC00402108",35.5497,-89.7
"1208","USC00402202",36.0147,-85.1314
"1209","USC00402489",36.075,-87.3958
"1210","USC00402589",36.4819,-87.8628
"1211","USC00403280",35.9417,-86.8686
"1212","USC00403420",35.6878,-83.5372
"1213","USC00403679",36.1056,-82.8436
"1214","USC00404561",35.6214,-88.8456
"1215","USC00404858",36.5194,-82.5275
"1216","USC00405187",35.4139,-86.8086
"1217","USC00405681",36.3444,-88.8636
"1218","USC00405882",35.6722,-85.7811
"1219","USC00406012",35.9328,-88.7267
"1220","USC00406162",35.2242,-85.8414
"1221","USC00406371",35.9203,-86.3728
"1222","USC00406534",35.9833,-83.2008
"1223","USC00406977",36.2872,-88.2958
"1224","USC00407884",36.4161,-82.9839
"1225","USC00408065",36.4528,-89.3028
"1226","USC00408108",35.1525,-88.3214
"1227","USC00408562",36.4711,-86.8414
"1228","USC00409155",35.3453,-86.2089
"1229","USC00409219",36.3925,-89.0317
"1230","USC00409502",35.3042,-87.7592
"1231","USC00410120",32.7047,-99.3011
"1232","USC00410174",30.3764,-103.66
"1233","USC00410235",29.7878,-94.6342
"1234","USC00410257",29.1572,-95.4592
"1235","USC00410498",30.9839,-103.7408
"1236","USC00410569",28.9797,-95.975
"1237","USC00410639",28.4575,-97.7061
"1238","USC00410832",30.095,-98.4142
"1239","USC00410902",29.7986,-98.7353
"1240","USC00411017",31.1444,-99.3492
"1241","USC00411048",30.1592,-96.3972
"1242","USC00411063",33.2064,-97.7761
"1243","USC00411138",31.7228,-99.0142
"1244","USC00411800",32.3139,-97.4061
"1245","USC00412019",32.1225,-96.4867
"1246","USC00412121",33.6608,-101.2778
"1247","USC00412266",29.0567,-96.2319
"1248","USC00412679",28.7569,-100.4792
"1249","USC00413063",27.1353,-98.1203
"1250","USC00413183",29.6339,-97.0644
"1251","USC00413280",30.9072,-102.9153
"1252","USC00413329",30.2392,-98.9089
"1253","USC00413485",31.4144,-97.7019
"1254","USC00413618",28.6617,-97.385
"1255","USC00413668",33.1203,-98.5669
"1256","USC00413734",33.1678,-96.0983
"1257","USC00413873",29.4706,-96.9397
"1258","USC00413943",26.2028,-97.6728
"1259","USC00414081",32.1828,-94.7967
"1260","USC00414098",34.8172,-102.4003
"1261","USC00414182",32.0161,-97.1094
"1262","USC00414382",30.7064,-95.5422
"1263","USC00414517",33.2064,-98.1689
"1264","USC00414705",32.5589,-96.2725
"1265","USC00415013",32.7228,-101.9456
"1266","USC00415196",30.0592,-94.795
"1267","USC00415271",30.7394,-94.9256
"1268","USC00415272",30.7425,-98.6542
"1269","USC00415429",29.6756,-97.6578
"1270","USC00415611",31.305,-96.8767
"1271","USC00415618",32.4892,-94.3289
"1272","USC00415659",28.6836,-95.9733
"1273","USC00415701",26.1922,-98.2503
"1274","USC00415707",31.1331,-102.2217
"1275","USC00415721",26.565,-98.1236
"1276","USC00415821",34.7261,-100.5372
"1277","USC00415891",32.0186,-102.0258
"1278","USC00416104",30.6711,-104.0231
"1279","USC00416108",33.1631,-95.0097
"1280","USC00416135",34.2192,-102.7328
"1281","USC00416276",29.6597,-98.1636
"1282","USC00416794",33.6744,-95.5586
"1283","USC00417020",29.2353,-96.1817
"1284","USC00417079",34.1892,-101.7022
"1285","USC00417215",29.0281,-98.5686
"1286","USC00417458",26.4644,-97.7847
"1287","USC00417622",26.3769,-98.8117
"1288","USC00417743",32.4481,-100.5264
"1289","USC00417841",31.8092,-95.1428
"1290","USC00417983",29.8833,-97.9494
"1291","USC00418274",33.7033,-96.6419
"1292","USC00418433",32.71,-100.9111
"1293","USC00418692",36.4414,-102.0775
"1294","USC00418728",29.6197,-95.6575
"1295","USC00418743",33.1481,-95.6269
"1296","USC00418818",33.17,-101.81
"1297","USC00419532",32.7483,-97.77
"1298","USC00419588",26.1781,-97.9708
"1299","USC00419800",32.7019,-96.015
"1300","USC00420086",37.4403,-112.4819
"1301","USC00420738",37.6133,-109.4847
"1302","USC00420788",37.2825,-109.5575
"1303","USC00421759",40.6189,-111.7836
"1304","USC00422101",39.2875,-112.6514
"1305","USC00422385",40.9656,-111.4336
"1306","USC00422592",37.7686,-111.5978
"1307","USC00422828",38.9603,-112.3239
"1308","USC00422996",40.2842,-109.8611
"1309","USC00423809",40.4917,-111.4261
"1310","USC00424342",40.3644,-109.3458
"1311","USC00424508",37.0286,-112.5361
"1312","USC00424856",41.8253,-111.3206
"1313","USC00425065",39.5608,-111.8653
"1314","USC00425186",41.7456,-111.8033
"1315","USC00425402",39.2583,-111.6308
"1316","USC00425582",37.1497,-109.8675
"1317","USC00425733",38.5744,-109.5458
"1318","USC00425969",40.1942,-110.0608
"1319","USC00426135",39.7119,-111.8319
"1320","USC00426357",39.3708,-112.3317
"1321","USC00426869",41.2578,-111.8378
"1322","USC00427260",38.7617,-112.0778
"1323","USC00427516",37.1189,-113.6067
"1324","USC00427686",39.9578,-111.7794
"1325","USC00427846",40.6011,-111.5839
"1326","USC00428119",40.08,-111.6047
"1327","USC00428771",40.5353,-112.3217
"1328","USC00429111",40.44,-109.5356
"1329","USC00429595",41.5147,-111.1594
"1330","USC00429717",37.2092,-112.9814
"1331","USC00431243",43.3847,-72.5989
"1332","USC00432769",44.9094,-72.8083
"1333","USC00435542",44.9489,-72.1911
"1334","USC00436995",43.6253,-72.9781
"1335","USC00437054",44.42,-72.0194
"1336","USC00441209",37.0908,-81.3364
"1337","USC00441593",38.0328,-78.5225
"1338","USC00441614",36.8219,-79.4103
"1339","USC00442208",38.4547,-78.9353
"1340","USC00442245",36.5628,-79.3633
"1341","USC00442941",37.2861,-78.4053
"1342","USC00444044",36.6831,-76.7683
"1343","USC00444101",37.2992,-77.2775
"1344","USC00444128",37.9994,-79.8322
"1345","USC00444876",37.7767,-79.4386
"1346","USC00444909",39.1422,-77.7094
"1347","USC00445050",38.0422,-78.0061
"1348","USC00445096",38.6661,-78.3728
"1349","USC00445300",36.7047,-79.8653
"1350","USC00445851",39.0642,-77.8883
"1351","USC00446712",38.2253,-78.1189
"1352","USC00447338",36.9769,-79.8961
"1353","USC00448062",38.1814,-79.0903
"1354","USC00448192",36.7297,-76.6014
"1355","USC00448829",37.7433,-77.04
"1356","USC00448894",37.9881,-76.7769
"1357","USC00449186",39.1083,-78.1525
"1358","USC00449263",38.9031,-78.4792
"1359","USC00449301",36.9364,-81.062
"1360","USC00450008",46.9658,-123.8292
"1361","USC00450176",48.5119,-122.6136
"1362","USC00450482",45.7717,-122.5286
"1363","USC00450729",48.9947,-122.7619
"1364","USC00450945",47.1694,-122.0036
"1365","USC00451233",47.4144,-121.7561
"1366","USC00451276",46.72,-122.9528
"1367","USC00451395",48.2733,-117.7411
"1368","USC00451484",48.9672,-122.3292
"1369","USC00451679",48.5397,-121.7422
"1370","USC00451767",47.9544,-118.9997
"1371","USC00451783",48.2072,-122.6914
"1372","USC00451992",48.2606,-121.6028
"1373","USC00452007",47.6636,-118.1614
"1374","USC00452030",46.3153,-118.0022
"1375","USC00452157",48.7142,-121.1431
"1376","USC00452531",47.0092,-123.4008
"1377","USC00452548",48.0164,-123.5906
"1378","USC00452675",47.9753,-122.195
"1379","USC00453546",46.7225,-118.6525
"1380","USC00454154",46.2111,-119.1011
"1381","USC00454338",46.8167,-117.8831
"1382","USC00454486",47.3767,-121.9614
"1383","USC00454679",47.0022,-118.5658
"1384","USC00454769",46.1372,-122.9781
